scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d
2026-08-06,1476.TW,儒鴻,355.0,周1K,買,58,C觀察,1.84,>MA5,多頭,1462.0,tracking,1.0,,,,2.25,-3.8,2.25,-3.8,0.0
2026-08-06,1590.TW,亞德客-KY,1510.0,周1K,買,61,C觀察,4.85,>MA5,多頭,1270.1,tracking,1.0,,,,5.3,0.66,5.3,0.66,0.0
2026-08-06,1605.TW,華新,34.85,單跳空、周1K,買,72,B可追蹤,4.13,>MA5,糾結,38467.6,tracking,1.0,,,,0.43,-2.44,0.43,-2.44,0.0
2026-08-06,1608.TW,華榮,33.4,三白兵、單跳空,買,68,B可追蹤,4.19,>MA5,糾結,22414.6,tracking,1.0,,,,7.19,3.29,7.19,3.29,0.0
2026-08-06,1617.TW,榮星,18.55,單跳空、島狀反轉、周1K,買,56,C觀察,-2.09,>MA5,空頭,4157.0,tracking,1.0,,,,2.43,-1.89,2.43,-1.89,0.0
2026-08-06,1717.TW,長興,66.5,單跳空、廣義上升三法,買,72,B可追蹤,2.11,>MA5,糾結,10614.9,tracking,1.0,,,,1.5,-0.75,1.5,-0.75,0.0
2026-08-06,1809.TW,中釉,39.35,三白兵、單跳空、島狀反轉、周1K,買,83,A強勢追蹤,1.57,>MA5,空頭,5375.5,tracking,1.0,,,,-1.27,-5.46,-1.27,-5.46,0.0
2026-08-06,1907.TW,永豐餘,29.75,廣義上升三法,買,58,C觀察,1.92,>MA5,多頭,1504.1,tracking,1.0,,,,4.71,2.35,4.71,2.35,0.0
2026-08-06,2027.TW,大成鋼,44.35,廣義上升三法、KD高腳,買,87,A強勢追蹤,2.17,>MA5,多頭,14191.5,tracking,1.0,,,,5.64,3.49,5.64,3.49,0.0
2026-08-06,2034.TW,允強,18.95,單跳空、廣義上升三法、島狀反轉,買,56,C觀察,-1.1,>MA5,空頭,1499.6,tracking,1.0,,,,7.92,0.79,7.92,0.79,0.0
2026-08-06,2049.TW,上銀,365.0,3K反轉、三白兵、漲停、漲幅達標、周1K,買,100,A強勢追蹤,6.99,>MA5,糾結,7751.1,tracking,1.0,,,,9.04,0.82,9.04,0.82,0.0
2026-08-06,2233.TW,宇隆,224.0,三白兵、單跳空、漲停、漲幅達標,買,64,C觀察,2.51,>MA5,空頭,1795.0,tracking,1.0,,,,-5.36,-11.16,-5.36,-11.16,0.0
2026-08-06,2301.TW,光寶科,249.0,三白兵、雙跳空、單跳空、周1K,買,100,A強勢追蹤,11.28,>MA5,多頭,90355.7,tracking,1.0,,,,7.63,-2.01,7.63,-2.01,0.0
2026-08-06,2313.TW,華通,218.0,三白兵、雙跳空、單跳空、漲停、漲幅達標,買,86,A強勢追蹤,6.96,>MA5,空頭,29232.4,tracking,1.0,,,,2.29,-5.96,2.29,-5.96,0.0
2026-08-06,2317.TW,鴻海,258.5,單跳空、周1K,買,86,A強勢追蹤,3.69,>MA5,多頭,72633.8,tracking,1.0,,,,3.29,-0.19,3.29,-0.19,0.0
2026-08-06,2330.TW,台積電,2405.0,3K反轉、單跳空,買,66,B可追蹤,1.73,>MA5,糾結,36782.3,tracking,1.0,,,,-0.42,-2.08,-0.42,-2.08,0.0
2026-08-06,2340.TW,台亞,33.35,三白兵、單跳空、島狀反轉,買,70,B可追蹤,4.52,>MA5,空頭,6546.4,tracking,1.0,,,,-1.65,-5.7,-1.65,-5.7,0.0
2026-08-06,2344.TW,華邦電,169.0,三白兵、雙跳空、單跳空、漲幅達標、周1K,買,86,A強勢追蹤,6.9,>MA5,空頭,232656.9,tracking,1.0,,,,0.89,-5.03,0.89,-5.03,0.0
2026-08-06,2345.TW,智邦,2385.0,雙跳空、單跳空,買,71,B可追蹤,5.26,>MA5,糾結,2914.5,tracking,1.0,,,,0.42,-8.39,0.42,-8.39,0.0
2026-08-06,2347.TW,聯強,97.1,周1K,買,70,B可追蹤,4.18,>MA5,多頭,7257.2,tracking,1.0,,,,-3.19,-7.0,-3.19,-7.0,0.0
2026-08-06,2356.TW,英業達,65.7,周1K,買,65,B可追蹤,2.01,>MA5,多頭,45447.9,tracking,1.0,,,,-0.15,-3.2,-0.15,-3.2,0.0
2026-08-06,2357.TW,華碩,838.0,周1K,買,82,A強勢追蹤,6.9,>MA5,多頭,5273.9,tracking,1.0,,,,-1.55,-3.94,-1.55,-3.94,0.0
2026-08-06,2359.TW,所羅門,145.0,3K反轉、漲停、KD高腳、漲幅達標、周1K,買,89,A強勢追蹤,2.77,>MA5,空頭,8315.1,tracking,1.0,,,,0.69,-3.1,0.69,-3.1,0.0
2026-08-06,2362.TW,藍天,47.15,單跳空、周1K,買,77,A強勢追蹤,4.17,>MA5,多頭,3032.9,tracking,1.0,,,,9.01,4.77,9.01,4.77,0.0
2026-08-06,2377.TW,微星,151.0,周1K,買,60,C觀察,4.22,>MA5,糾結,19359.5,tracking,1.0,,,,2.98,-0.33,2.98,-0.33,0.0
2026-08-06,2383.TW,台光電,5245.0,3K反轉、單跳空,買,73,B可追蹤,6.81,>MA5,糾結,2477.8,tracking,1.0,,,,2.96,-1.24,2.96,-1.24,0.0
2026-08-06,2388.TW,威盛,83.0,三白兵、單跳空、島狀反轉、周1K,買,100,A強勢追蹤,8.83,>MA5,多頭,13127.7,tracking,1.0,,,,-3.25,-7.23,-3.25,-7.23,0.0
2026-08-06,2395.TW,研華,633.0,單跳空、漲停、島狀反轉、KD高腳、漲幅達標、周1K,買,100,A強勢追蹤,8.33,>MA5,多頭,4139.2,tracking,1.0,,,,2.37,-2.69,2.37,-2.69,0.0
2026-08-06,2397.TW,友通,62.1,單跳空、島狀反轉、漲幅達標、周1K,買,67,B可追蹤,3.95,>MA5,空頭,2190.5,tracking,1.0,,,,9.18,-0.64,9.18,-0.64,0.0
2026-08-06,2408.TW,南亞科,445.0,三白兵、雙跳空、單跳空、周1K,買,85,A強勢追蹤,8.62,>MA5,空頭,144425.7,tracking,1.0,,,,4.04,0.0,4.04,0.0,0.0
2026-08-06,2426.TW,鼎元,62.5,三白兵、單跳空、島狀反轉,買,67,B可追蹤,2.79,>MA5,空頭,18384.3,tracking,1.0,,,,10.72,0.0,10.72,0.0,0.0
2026-08-06,2454.TW,聯發科,4000.0,單跳空,買,59,C觀察,6.31,>MA5,糾結,12935.1,tracking,1.0,,,,0.25,-4.37,0.25,-4.37,0.0
2026-08-06,2455.TW,全新,388.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標、周1K,買,100,A強勢追蹤,14.13,>MA5,多頭,10922.7,tracking,1.0,,,,0.0,-7.6,0.0,-7.6,0.0
2026-08-06,2464.TW,盟立,170.0,三白兵、單跳空、廣義上升三法、島狀反轉、周1K,買,100,A強勢追蹤,10.32,>MA5,糾結,16112.4,tracking,1.0,,,,8.82,1.18,8.82,1.18,0.0
2026-08-06,2465.TW,麗臺,85.8,單跳空、漲停、島狀反轉、漲幅達標、周1K,買,94,A強勢追蹤,7.19,>MA5,空頭,3001.8,tracking,1.0,,,,1.63,-2.56,1.63,-2.56,0.0
2026-08-06,2476.TW,鉅祥,124.5,單跳空、廣義上升三法、島狀反轉、周1K,買,100,A強勢追蹤,2.96,>MA5,糾結,2041.0,tracking,1.0,,,,2.81,-0.4,2.81,-0.4,0.0
2026-08-06,2486.TW,一詮,218.5,三白兵、雙跳空、單跳空,買,57,C觀察,2.58,>MA5,空頭,8316.5,tracking,1.0,,,,8.01,1.6,8.01,1.6,0.0
2026-08-06,2489.TW,瑞軒,33.1,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,83,A強勢追蹤,3.26,>MA5,空頭,23176.0,tracking,1.0,,,,-0.3,-7.1,-0.3,-7.1,0.0
2026-08-06,2539.TW,櫻花建,43.35,3K反轉,買,62,C觀察,2.08,>MA5,多頭,1874.3,tracking,1.0,,,,0.12,-1.38,0.12,-1.38,0.0
2026-08-06,2540.TW,愛山林,57.8,廣義上升三法,買,62,C觀察,1.68,MA5~10,多頭,5856.5,tracking,1.0,,,,-3.46,-6.4,-3.46,-6.4,0.0
2026-08-06,2605.TW,新興,32.0,KD高腳,買,61,C觀察,2.01,>MA5,糾結,5060.9,tracking,1.0,,,,2.66,-0.63,2.66,-0.63,0.0
2026-08-06,2606.TW,裕民,64.5,廣義上升三法,買,57,C觀察,1.83,>MA5,糾結,3456.3,tracking,1.0,,,,4.65,-0.62,4.65,-0.62,0.0
2026-08-06,2855.TW,統一證,45.85,單跳空、周1K,買,65,B可追蹤,0.62,>MA5,糾結,4435.2,tracking,1.0,,,,-1.2,-3.82,-1.2,-3.82,0.0
2026-08-06,2867.TW,三商壽,9.77,廣義上升三法,買,69,B可追蹤,3.15,>MA5,多頭,16412.6,tracking,1.0,,,,0.92,-0.31,0.92,-0.31,0.0
2026-08-06,2880.TW,華南金,43.8,廣義上升三法,買,74,B可追蹤,3.36,>MA5,多頭,20929.9,tracking,1.0,,,,1.83,-1.48,1.83,-1.48,0.0
2026-08-06,2883.TW,凱基金,31.6,3K反轉、單跳空、周1K,買,100,A強勢追蹤,2.74,>MA5,多頭,65464.9,tracking,1.0,,,,-2.06,-4.11,-2.06,-4.11,0.0
2026-08-06,2886.TW,兆豐金,51.2,廣義上升三法,買,64,C觀察,2.36,MA5~10,多頭,30109.4,tracking,1.0,,,,0.0,-1.56,0.0,-1.56,0.0
2026-08-06,2891.TW,中信金,66.0,3K反轉、廣義上升三法,買,75,A強勢追蹤,0.2,>MA5,糾結,33164.0,tracking,1.0,,,,-0.45,-1.97,-0.45,-1.97,0.0
2026-08-06,2892.TW,第一金,35.9,廣義上升三法,買,74,B可追蹤,2.16,>MA5,多頭,50836.3,tracking,1.0,,,,-0.14,-1.67,-0.14,-1.67,0.0
2026-08-06,3006.TW,晶豪科,239.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標、周1K,買,100,A強勢追蹤,11.42,>MA5,糾結,12064.0,tracking,1.0,,,,10.25,4.81,10.25,4.81,0.0
2026-08-06,3008.TW,大立光,4575.0,三白兵、周1K,買,81,A強勢追蹤,7.36,>MA5,糾結,4740.4,tracking,1.0,,,,1.09,-4.26,1.09,-4.26,0.0
2026-08-06,3016.TW,嘉晶,104.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,83,A強勢追蹤,6.46,>MA5,空頭,11106.4,tracking,1.0,,,,0.48,-6.25,0.48,-6.25,0.0
2026-08-06,3017.TW,奇鋐,2730.0,雙跳空、單跳空、廣義上升三法、周1K,買,100,A強勢追蹤,9.22,>MA5,多頭,5824.0,tracking,1.0,,,,7.51,0.73,7.51,0.73,0.0
2026-08-06,3022.TW,威強電,97.6,漲幅達標、周1K,買,67,B可追蹤,4.48,>MA5,糾結,7195.6,tracking,1.0,,,,8.61,2.46,8.61,2.46,0.0
2026-08-06,3023.TW,信邦,318.0,單跳空、廣義上升三法,買,63,C觀察,2.8,>MA5,糾結,1857.6,tracking,1.0,,,,1.89,-1.26,1.89,-1.26,0.0
2026-08-06,3028.TW,增你強,71.7,三白兵、單跳空,買,60,C觀察,3.85,>MA5,糾結,2732.4,tracking,1.0,,,,-2.79,-8.23,-2.79,-8.23,0.0
2026-08-06,3029.TW,零壹,107.0,3K反轉,買,62,C觀察,2.39,>MA5,多頭,1353.6,tracking,1.0,,,,6.07,1.87,6.07,1.87,0.0
2026-08-06,3032.TW,偉訓,87.1,單跳空、漲停、島狀反轉、漲幅達標、周1K,買,100,A強勢追蹤,6.58,>MA5,糾結,2465.8,tracking,1.0,,,,-2.76,-6.2,-2.76,-6.2,0.0
2026-08-06,3034.TW,聯詠,550.0,單跳空、周1K,買,82,A強勢追蹤,2.73,>MA5,多頭,7764.4,tracking,1.0,,,,-0.73,-3.27,-0.73,-3.27,0.0
2026-08-06,3036.TW,文曄,225.0,單跳空,買,64,C觀察,5.91,>MA5,多頭,23076.1,tracking,1.0,,,,-0.67,-6.44,-0.67,-6.44,0.0
2026-08-06,3037.TW,欣興,969.0,三白兵、雙跳空、單跳空、周1K,買,100,A強勢追蹤,13.17,>MA5,糾結,44515.0,tracking,1.0,,,,3.1,-2.79,3.1,-2.79,0.0
2026-08-06,3042.TW,晶技,177.0,廣義上升三法、周1K,買,81,A強勢追蹤,3.91,>MA5,糾結,23363.6,tracking,1.0,,,,0.56,-5.65,0.56,-5.65,0.0
2026-08-06,3048.TW,益登,58.3,三白兵、雙跳空、單跳空、周1K,買,100,A強勢追蹤,6.83,>MA5,糾結,15202.8,tracking,1.0,,,,6.0,-1.54,6.0,-1.54,0.0
2026-08-06,3189.TW,景碩,828.0,三白兵、雙跳空、單跳空、漲幅達標、周1K,買,100,A強勢追蹤,15.41,>MA5,糾結,33103.5,tracking,1.0,,,,3.14,-2.42,3.14,-2.42,0.0
2026-08-06,3231.TW,緯創,193.0,周1K,買,73,B可追蹤,7.47,>MA5,多頭,206766.4,tracking,1.0,,,,-2.59,-6.48,-2.59,-6.48,0.0
2026-08-06,3406.TW,玉晶光,533.0,單跳空、島狀反轉、周1K,買,62,C觀察,0.63,>MA5,空頭,2583.7,tracking,1.0,,,,9.57,1.69,9.57,1.69,0.0
2026-08-06,3443.TW,創意,4390.0,三白兵、單跳空、廣義上升三法,買,81,A強勢追蹤,7.98,>MA5,糾結,2175.5,tracking,1.0,,,,6.26,0.57,6.26,0.57,0.0
2026-08-06,3450.TW,聯鈞,475.0,三白兵、雙跳空、單跳空、漲停、漲幅達標、周1K,買,93,A強勢追蹤,6.52,>MA5,空頭,6262.3,tracking,1.0,,,,10.95,0.21,10.95,0.21,0.0
2026-08-06,3576.TW,聯合再生,18.25,漲停、KD高腳、漲幅達標、周1K,買,85,A強勢追蹤,6.04,>MA5,空頭,20856.2,tracking,1.0,,,,-3.29,-7.12,-3.29,-7.12,0.0
2026-08-06,3591.TW,艾笛森,22.45,單跳空、漲停、漲幅達標,買,67,B可追蹤,2.09,>MA5,糾結,1073.1,tracking,1.0,,,,-3.79,-6.46,-3.79,-6.46,0.0
2026-08-06,3605.TW,宏致,101.5,三白兵、雙漲停、漲停、漲幅達標、周1K,買,100,A強勢追蹤,8.84,>MA5,糾結,23451.3,tracking,1.0,,,,11.33,2.96,11.33,2.96,0.0
2026-08-06,3653.TW,健策,4340.0,三白兵、雙跳空、單跳空、周1K,買,100,A強勢追蹤,13.23,>MA5,多頭,3016.1,tracking,1.0,,,,5.99,-0.46,5.99,-0.46,0.0
2026-08-06,3661.TW,世芯-KY,3610.0,三白兵、單跳空、廣義上升三法、島狀反轉,買,81,A強勢追蹤,4.84,>MA5,空頭,2014.5,tracking,1.0,,,,6.51,-0.14,6.51,-0.14,0.0
2026-08-06,3701.TW,大眾控,42.9,三白兵、漲停、漲幅達標,買,66,B可追蹤,5.21,>MA5,空頭,2476.3,tracking,1.0,,,,5.48,-1.17,5.48,-1.17,0.0
2026-08-06,3702.TW,大聯大,129.0,漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,8.28,>MA5,多頭,17747.0,tracking,1.0,,,,-1.55,-6.2,-1.55,-6.2,0.0
2026-08-06,3704.TW,合勤控,48.8,單跳空、周1K,買,60,C觀察,6.22,>MA5,空頭,4306.4,tracking,1.0,,,,-3.28,-7.38,-3.28,-7.38,0.0
2026-08-06,3714.TW,富采,55.1,單跳空、島狀反轉,買,57,C觀察,2.47,>MA5,空頭,5966.0,tracking,1.0,,,,8.71,1.27,8.71,1.27,0.0
2026-08-06,4566.TW,時碩工業,70.4,單跳空、島狀反轉,買,68,B可追蹤,2.27,>MA5,糾結,1899.8,tracking,1.0,,,,8.38,-0.85,8.38,-0.85,0.0
2026-08-06,4576.TW,大銀微系統,218.0,三白兵、漲幅達標,買,64,C觀察,5.02,>MA5,糾結,3119.5,tracking,1.0,,,,9.17,-0.23,9.17,-0.23,0.0
2026-08-06,4722.TW,國精化,218.0,三白兵、雙跳空、單跳空、廣義上升三法、漲幅達標,買,82,A強勢追蹤,5.33,>MA5,空頭,2131.8,tracking,1.0,,,,7.8,0.92,7.8,0.92,0.0
2026-08-06,4906.TW,正文,37.65,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,83,A強勢追蹤,4.5,>MA5,空頭,3862.4,tracking,1.0,,,,-4.12,-9.96,-4.12,-9.96,0.0
2026-08-06,4938.TW,和碩,89.5,周1K,買,74,B可追蹤,3.6,>MA5,多頭,14584.4,tracking,1.0,,,,-1.45,-2.91,-1.45,-2.91,0.0
2026-08-06,4958.TW,臻鼎-KY,488.0,三白兵、雙跳空、單跳空、漲停、漲幅達標、周1K,買,85,A強勢追蹤,3.37,>MA5,空頭,24359.1,tracking,1.0,,,,2.87,-4.0,2.87,-4.0,0.0
2026-08-06,4967.TW,十銓,265.5,雙跳空、單跳空,買,85,A強勢追蹤,6.04,>MA5,多頭,8583.6,tracking,1.0,,,,8.66,4.71,8.66,4.71,0.0
2026-08-06,4977.TW,眾達-KY,142.5,三白兵、單跳空、島狀反轉、漲幅達標,買,76,A強勢追蹤,5.46,>MA5,空頭,5144.4,tracking,1.0,,,,-0.7,-7.72,-0.7,-7.72,0.0
2026-08-06,5388.TW,中磊,91.6,單跳空、島狀反轉,買,72,B可追蹤,4.47,>MA5,糾結,5001.8,tracking,1.0,,,,3.71,-1.2,3.71,-1.2,0.0
2026-08-06,6116.TW,彩晶,14.2,單跳空、漲停、廣義上升三法、島狀反轉、漲幅達標、周1K,買,94,A強勢追蹤,0.87,>MA5,空頭,36172.1,tracking,1.0,,,,3.52,-4.58,3.52,-4.58,0.0
2026-08-06,6120.TW,達運,13.65,單跳空、廣義上升三法、島狀反轉、周1K,買,100,A強勢追蹤,3.68,>MA5,糾結,2223.1,tracking,1.0,,,,-0.37,-2.2,-0.37,-2.2,0.0
2026-08-06,6139.TW,亞翔,800.0,單跳空、島狀反轉,買,57,C觀察,2.72,>MA5,空頭,3060.7,tracking,1.0,,,,4.75,0.0,4.75,0.0,0.0
2026-08-06,6141.TW,柏承,35.45,單跳空、廣義上升三法、島狀反轉,買,61,C觀察,4.66,>MA5,空頭,1974.9,tracking,1.0,,,,0.28,-5.08,0.28,-5.08,0.0
2026-08-06,6202.TW,盛群,60.1,雙跳空、單跳空、周1K,買,96,A強勢追蹤,7.14,>MA5,糾結,5238.4,tracking,1.0,,,,2.83,-2.5,2.83,-2.5,0.0
2026-08-06,6206.TW,飛捷,148.0,三白兵、周1K,買,91,A強勢追蹤,6.89,>MA5,多頭,7373.4,tracking,1.0,,,,-1.01,-3.72,-1.01,-3.72,0.0
2026-08-06,6213.TW,聯茂,341.0,三白兵、雙跳空、單跳空、漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,7.94,>MA5,空頭,26865.7,tracking,1.0,,,,17.6,7.33,17.6,7.33,0.0
2026-08-06,6214.TW,精誠,153.0,3K反轉、廣義上升三法,買,88,A強勢追蹤,4.13,>MA5,多頭,2633.8,tracking,1.0,,,,-2.61,-5.56,-2.61,-5.56,0.0
2026-08-06,6269.TW,台郡,61.7,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,100,A強勢追蹤,5.81,>MA5,糾結,6285.9,tracking,1.0,,,,14.75,4.38,14.75,4.38,0.0
2026-08-06,6271.TW,同欣電,190.0,三白兵、單跳空、廣義上升三法、周1K,買,70,B可追蹤,1.95,>MA5,空頭,10347.2,tracking,1.0,,,,7.11,0.53,7.11,0.53,0.0
2026-08-06,6278.TW,台表科,168.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,79,A強勢追蹤,2.6,>MA5,空頭,2427.2,tracking,1.0,,,,-2.08,-8.33,-2.08,-8.33,0.0
2026-08-06,6285.TW,啟碁,260.0,三白兵、單跳空、島狀反轉、周1K,買,98,A強勢追蹤,6.1,>MA5,空頭,11916.7,tracking,1.0,,,,-3.65,-11.35,-3.65,-11.35,0.0
2026-08-06,6414.TW,樺漢,469.0,KD高腳、漲幅達標,買,72,B可追蹤,5.36,>MA5,糾結,3812.1,tracking,1.0,,,,3.52,-1.28,3.52,-1.28,0.0
2026-08-06,6442.TW,光聖,1370.0,三白兵、雙跳空、單跳空,買,57,C觀察,3.34,>MA5,空頭,6003.6,tracking,1.0,,,,5.11,-5.11,5.11,-5.11,0.0
2026-08-06,6443.TW,元晶,27.7,三白兵、單跳空、島狀反轉、漲幅達標,買,69,B可追蹤,1.58,>MA5,空頭,8136.0,tracking,1.0,,,,-2.17,-6.5,-2.17,-6.5,0.0
2026-08-06,6446.TW,藥華藥,1335.0,單跳空、漲停、漲幅達標、周1K,買,86,A強勢追蹤,3.29,>MA5,糾結,4891.4,tracking,1.0,,,,-2.62,-7.12,-2.62,-7.12,0.0
2026-08-06,6451.TW,訊芯-KY,430.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,71,B可追蹤,3.51,>MA5,空頭,1938.5,tracking,1.0,,,,10.47,-2.44,10.47,-2.44,0.0
2026-08-06,6472.TW,保瑞,424.5,廣義上升三法、漲幅達標、周1K,買,76,A強勢追蹤,2.68,>MA5,糾結,1595.2,tracking,1.0,,,,1.3,-3.18,1.3,-3.18,0.0
2026-08-06,6491.TW,晶碩,379.0,廣義上升三法、周1K,買,77,A強勢追蹤,3.97,>MA5,糾結,1034.6,tracking,1.0,,,,0.13,-2.51,0.13,-2.51,0.0
2026-08-06,6526.TW,達發,632.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,87,A強勢追蹤,5.25,>MA5,空頭,1155.8,tracking,1.0,,,,1.11,-2.53,1.11,-2.53,0.0
2026-08-06,6531.TW,愛普*,855.0,三白兵、雙跳空、單跳空,買,61,C觀察,8.69,>MA5,空頭,2047.2,tracking,1.0,,,,14.04,11.11,14.04,11.11,0.0
2026-08-06,6579.TW,研揚,179.5,單跳空、漲停、KD高腳、漲幅達標,買,79,A強勢追蹤,3.09,>MA5,糾結,1892.3,tracking,1.0,,,,-1.95,-5.29,-1.95,-5.29,0.0
2026-08-06,6669.TW,緯穎,6175.0,單跳空、周1K,買,81,A強勢追蹤,8.68,>MA5,多頭,2205.3,tracking,1.0,,,,1.46,-2.43,1.46,-2.43,0.0
2026-08-06,6706.TW,惠特,116.5,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,79,A強勢追蹤,2.36,>MA5,空頭,1188.2,tracking,1.0,,,,-2.15,-7.3,-2.15,-7.3,0.0
2026-08-06,6770.TW,力積電,66.1,三白兵、單跳空、雙漲停、漲停、廣義上升三法、島狀反轉、漲幅達標、周1K,買,100,A強勢追蹤,6.86,>MA5,空頭,240808.2,tracking,1.0,,,,3.48,-1.66,3.48,-1.66,0.0
2026-08-06,6805.TW,富世達,1600.0,三白兵、單跳空,買,74,B可追蹤,7.45,>MA5,多頭,3251.2,tracking,1.0,,,,14.06,2.81,14.06,2.81,0.0
2026-08-06,6830.TW,汎銓,404.5,三白兵、雙跳空、單跳空,買,72,B可追蹤,3.6,>MA5,糾結,3077.3,tracking,1.0,,,,5.07,-3.46,5.07,-3.46,0.0
2026-08-06,8021.TW,尖點,396.0,三白兵、雙跳空、單跳空,買,62,C觀察,2.27,>MA5,空頭,11219.4,tracking,1.0,,,,7.07,-1.01,7.07,-1.01,0.0
2026-08-06,8028.TW,昇陽半導體,282.0,三白兵、單跳空、廣義上升三法、島狀反轉,買,74,B可追蹤,1.05,>MA5,空頭,1547.4,tracking,1.0,,,,-1.77,-10.46,-1.77,-10.46,0.0
2026-08-06,8033.TW,雷虎,189.0,雙跳空、單跳空、巧妙點、周1K,買,70,B可追蹤,4.75,>MA5,空頭,1076.5,tracking,1.0,,,,0.53,-2.38,0.53,-2.38,0.0
2026-08-06,8039.TW,台虹,220.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,買,98,A強勢追蹤,16.63,>MA5,糾結,7676.4,tracking,1.0,,,,7.95,4.77,7.95,4.77,0.0
2026-08-06,8110.TW,華東,46.0,三白兵、雙跳空、單跳空、廣義上升三法,買,100,A強勢追蹤,6.25,>MA5,糾結,15738.1,tracking,1.0,,,,0.98,-2.5,0.98,-2.5,0.0
2026-08-06,8131.TW,福懋科,66.0,三白兵、周1K,買,58,C觀察,2.43,>MA5,空頭,8546.2,tracking,1.0,,,,-2.58,-6.06,-2.58,-6.06,0.0
2026-08-06,8150.TW,南茂,86.5,三白兵、雙跳空、單跳空,買,55,C觀察,0.5,>MA5,空頭,41209.7,tracking,1.0,,,,6.24,-2.2,6.24,-2.2,0.0
2026-08-06,9939.TW,宏全,134.0,周1K,買,70,B可追蹤,2.13,>MA5,多頭,1701.9,tracking,1.0,,,,8.58,4.48,8.58,4.48,0.0
2026-08-06,1595.TWO,川寶,62.5,三白兵、雙跳空、單跳空,買,81,A強勢追蹤,4.53,>MA5,糾結,1422.0,tracking,1.0,,,,0.96,-3.84,0.96,-3.84,0.0
2026-08-06,1815.TWO,富喬,83.9,三白兵、雙跳空、單跳空,買,93,A強勢追蹤,5.66,>MA5,糾結,35267.0,tracking,1.0,,,,7.87,0.12,7.87,0.12,0.0
2026-08-06,3105.TWO,穩懋,376.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,買,92,A強勢追蹤,5.35,>MA5,空頭,2736.0,tracking,1.0,,,,4.92,-4.39,4.92,-4.39,0.0
2026-08-06,3147.TWO,大綜,271.5,三白兵、漲停、漲幅達標、周1K,買,100,A強勢追蹤,10.59,>MA5,多頭,2474.0,tracking,1.0,,,,-14.36,-18.42,-14.36,-18.42,0.0
2026-08-06,3163.TWO,波若威,722.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,買,96,A強勢追蹤,9.08,>MA5,空頭,3663.0,tracking,1.0,,,,3.19,-7.48,3.19,-7.48,0.0
2026-08-06,3234.TWO,光環,115.0,三白兵、周1K,買,74,B可追蹤,5.28,>MA5,糾結,2059.0,tracking,1.0,,,,-2.17,-10.43,-2.17,-10.43,0.0
2026-08-06,3293.TWO,鈊象,777.0,廣義上升三法,買,58,C觀察,1.47,>MA5,多頭,1200.0,tracking,1.0,,,,3.6,0.9,3.6,0.9,0.0
2026-08-06,3324.TWO,雙鴻,965.0,單跳空,買,57,C觀察,2.72,>MA5,多頭,2523.0,tracking,1.0,,,,11.4,3.63,11.4,3.63,0.0
2026-08-06,3339.TWO,泰谷,39.8,三白兵、單跳空,買,72,B可追蹤,6.6,>MA5,糾結,4830.0,tracking,1.0,,,,4.4,-5.9,4.4,-5.9,0.0
2026-08-06,3363.TWO,上詮,600.0,三白兵、雙跳空、單跳空,買,65,B可追蹤,5.89,>MA5,空頭,3132.0,tracking,1.0,,,,3.67,-4.83,3.67,-4.83,0.0
2026-08-06,3484.TWO,崧騰,52.8,單跳空、周1K,買,72,B可追蹤,3.84,>MA5,糾結,1571.0,tracking,1.0,,,,-1.52,-2.65,-1.52,-2.65,0.0
2026-08-06,3489.TWO,森寶,25.9,三白兵、雙跳空、單跳空、周1K,買,100,A強勢追蹤,8.59,>MA5,多頭,1244.0,tracking,1.0,,,,0.58,-0.0,0.58,-0.0,0.0
2026-08-06,3491.TWO,昇達科,1285.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,買,92,A強勢追蹤,6.06,>MA5,空頭,1086.0,tracking,1.0,,,,8.56,-4.28,8.56,-4.28,0.0
2026-08-06,3587.TWO,閎康,276.5,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,買,92,A強勢追蹤,3.18,>MA5,空頭,1152.0,tracking,1.0,,,,-2.71,-8.5,-2.71,-8.5,0.0
